"straatnaam";"huisnummer";"postcode";"type_papiermand";"opmerking";"datum_uitvoering";"uniek_nummer_papiermand";"opdracht_aan";"dc_cc";"hokje";"fase";"historiek_type";"sector";"ledigen";"point_lng";"point_lat"
"PROVINCIESTRAAT";"148";"2018";"05";"vroeger 1688";"2012-04-13T00:00:00";"9427";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4259488840000358";"51.213101726000048"
"LODE ZIELENSLAAN";"";"2050";"C";" ";"2012-03-27T00:00:00";"9297";"geen opdracht";"CC";"ja";"fase II";"";"midden";"stadsreiniging";"4.3819773310000301";"51.221783271000049"
"LANGE LOZANASTRAAT";"76";"2018";"05";"vroeger 1691";"2012-04-12T00:00:00";"9589";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4045203210000636";"51.204242638000039"
"GRAVINSTRAAT";"48";"3000";"05";" ";"2011-01-05T00:00:00";"9517";"geen opdracht";"CC";"ja";"fase II";"";"midden";"stadsreiniging";"4.4438159690000703";"51.21498153400006"
"LANGE LEEMSTRAAT";"34";"2018";"05";"vroeger 1826";"2012-04-16T00:00:00";"9456";"geen opdracht";"CC";"ja";"fase III";"01";"midden";"stadsreiniging";"4.4103544320000765";"51.209523347000072"
"GROTESTEENWEG";"154";"2600";"05";" ";"2009-11-29T00:00:00";"1243";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4200074460000565";"51.194662066000035"
"GROTESTEENWEG";"150";"2600";"05";" ";"2010-04-23T00:00:00";"1298";"vervangen";"nvt";"neen";"fase III";"01";"midden";"stadsreiniging";"4.4194197780000763";"51.195258416000058"
"GEMEENTESTRAAT";"32";"2060";"05";" ";"2010-06-03T00:00:00";"1781";"nieuw bijplaatsen";"nvt";"neen";"fase III";"01";"midden";"stadsreiniging";"4.4204541820000713";"51.218971964000048"
"GEMEENTESTRAAT";"12";"2060";"05";"vroeger 1790";"2010-06-03T00:00:00";"2124";"nieuw bijplaatsen";"nvt";"neen";"fase III";"01";"midden";"stadsreiniging";"4.4191905560000464";"51.219166106000046"
"FRANKLIN ROOSEVELTPLAATS";"";"2060";"05";"vroeger 1588";"2010-06-01T00:00:00";"1264";"vervangen";"nvt";"neen";"fase III";"01";"midden";"stadsreiniging";"4.4182351040000754";"51.219294282000078"
"AUGUST VAN DE WIELELEI";"";"2100";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4965968620000467";"51.222837451000032"
"LOOSPLAATS";"plein";"2018";"05";" ";"2009-11-02T00:00:00";"0952";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4182437000000618";"51.210153044000037"
"QUINTEN MATSIJSLEI";"52";"2018";"05";" ";"2009-11-02T00:00:00";"0923";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4180296680000311";"51.210485834000053"
"VAN EYCKLEI";"48";"2018";"05";" ";"2009-11-02T00:00:00";"1005";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4174680740000554";"51.210117736000029"
"SIMONSSTRAAT";"58";"2018";"05";" ";"2009-11-02T00:00:00";"1061";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4215560120000532";"51.210687385000028"
"MERCATORSTRAAT";"8";"2018";"05";" ";"2009-11-02T00:00:00";"0970";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"midden";"stadsreiniging";"4.4216805490000297";"51.210424812000042"
"PLANTIN EN MORETUSLEI";"91";"2018";"05";" ";"2009-11-02T00:00:00";"1040";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4256335760000525";"51.210672515000056"
"PROVINCIESTRAAT";"241";"2018";"05";" ";"2009-11-02T00:00:00";"1063";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4257278060000544";"51.210407166000039"
"PLANTIN EN MORETUSLEI";"116";"2018";"05";" ";"2009-11-02T00:00:00";"0947";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"midden";"stadsreiniging";"4.4281540720000407";"51.209796152000081"
"GEMEENTESTRAAT";"";"2060";"01";" ";"2010-06-03T00:00:00";"1776";"verwijderen";"nvt";"neen";"fase III";"";"midden";"stadsreiniging";"4.4196645330000592";"51.219289884000034"
"GIJSELSSTRAAT";"177";"3000";"05";" ";"2011-01-05T00:00:00";"9524";"geen opdracht";"CC";"ja";"";"";"midden";"stadsreiniging";"4.4444636370000694";"51.215242183000043"
"KERKHOFBLOMMENSTRAAT";"t/o 25";"2170";"05";" ";"2010-09-01T00:00:00";"2005";"nieuw bijplaatsen";"nvt";"neen";"fase III";"";"noord";"stadsreiniging";"4.4331578790000208";"51.247610107000071"
"FRANKRIJKLEI";"166";"2000";"05";" ";"2010-08-20T00:00:00";"2087";"vervangen";"DC";"ja";"fase III";"01";"midden";"stadsreiniging";"4.4082407620000481";"51.211491915000067"
"NOORDERSINGEL";"";"2140";"05";"vroeger 1974";"2010-08-26T00:00:00";"9358";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4410132140000655";"51.208787134000033"
"NOORDERSINGEL";"";"2140";"05";"vroeger 2068";"2010-08-27T00:00:00";"9469";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.446175510000046";"51.214407802000039"
"NOORDERSINGEL";"";"2140";"05";"vroeger 1071";"2010-08-27T00:00:00";"9571";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4465724760000285";"51.214086552000026"
"NOORDERSINGEL";"";"2140";"05";"vroeger 2094";"2010-08-27T00:00:00";"9426";"geen opdracht";"CC";"ja";"fase III";"C";"midden";"stadsreiniging";"4.4479811210000548";"51.218674584000041"
"HOUTHULSTSTRAAT";"115";"2170";"05";" ";"2009-11-27T00:00:00";"0904";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4374573310000756";"51.245096748000037"
"VUURKRUISENLAAN";"18";"2170";"05";" ";"2009-11-27T00:00:00";"0940";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4392455690000361";"51.244627359000049"
"VUURKRUISENLAAN";"14";"2170";"05";" ";"2009-11-27T00:00:00";"1206";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.43999522200005";"51.244957923000072"
"TERLINDENHOFSTRAAT";"76";"2170";"05";" ";"2009-11-27T00:00:00";"0962";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.44158664400004";"51.24469189000007"
"NIEUWDREEF";"57";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.441303534000042";"51.244941178000033"
"NIEUWDREEF";"109";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4398375310000233";"51.246992542000044"
"NIEUWDREEF";"131";"2170";"05";" ";"2009-11-27T00:00:00";"1147";"nieuw bijplaatsen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4379668900000411";"51.249678433000042"
"NIEUWDREEF";"192";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4375906440000676";"51.250123497000061"
"NIEUWDREEF";"135";"2170";"05";" ";"2009-11-27T00:00:00";"1208";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4370948040000258";"51.250907758000039"
"NIEUWDREEF";"210";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4370460280000543";"51.250633553000057"
"NARCISSTRAAT";"22";"2170";"05";" ";"2009-07-28T00:00:00";"0373";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4361778290000302";"51.249330937000082"
"KROKUSSTRAAT";"21";"2170";"05";" ";"2009-07-28T00:00:00";"0310";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4366791600000397";"51.248879522000038"
"NIEUWDREEF";"136";"2170";"05";" ";"2009-11-27T00:00:00";"1146";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4385652050000317";"51.248396667000065"
"NIEUWDREEF";"126";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4394369500000721";"51.247326684000029"
"RUNCVOORT";"36";"2170";"05";" ";"2009-07-28T00:00:00";"0321";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4385106450000649";"51.246587848000047"
"NIEUWDREEF";"62";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.441036112000063";"51.245087881000075"
"GROENENDAALLAAN";"16";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4363653180000711";"51.240776334000032"
"GROENENDAALLAAN";"132";"2170";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4313741250000476";"51.242934276000028"
"LAMBRECHTSHOEKENLAAN";"180";"2170";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4332044220000739";"51.249537884000063"
"LAMBRECHTSHOEKENLAAN";"266";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4350283590000572";"51.252533517000074"
"LAMBRECHTSHOEKENLAAN";"281";"2170";"C";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4345562770000697";"51.252497159000029"
"SCHOONAKKERPAD";" ";"2170";"05";" ";"2009-07-28T00:00:00";"0316";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4306793610000454";"51.255681217000074"
"CATERSHOFLAAN";"150";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.452535125000054";"51.257567214000062"
"HOOIMATE";"43";"2170";"05";" ";"2009-07-28T00:00:00";"0407";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4297216800000569";"51.254334939000046"
"KLEIN BEEMDEKE";" ";"2170";"05";" ";"2009-07-28T00:00:00";"0285";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.430062390000046";"51.252902260000042"
"BERGEN OP ZOOMLAAN";"23";"2170";"05";" ";"2009-11-27T00:00:00";"1257";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4275646260000485";"51.248929750000059"
"HENDRIK VAN BOUTERSEMSTRAAT";" ";"2170";"C";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4290329900000529";"51.250368066000078"
"MARKIEZENHOF";"1";"2170";"05";" ";"2009-07-28T00:00:00";"0351";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4287314620000302";"51.249094051000043"
"LAMBRECHTSHOEKENLAAN";"191";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.432970373000046";"51.249906417000034"
"KERKHOFBLOMMENSTRAAT";"4-6";"2170";"05";" ";"2009-11-27T00:00:00";"1097";"vervangen";"nvt";"neen";"fase II";"04";"noord";"stadsreiniging";"4.4332073890000743";"51.247823462000042"
"WIJNGAARDBERG";"59";"2170";"05";" ";"2009-07-28T00:00:00";"0377";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4333005590000312";"51.245842028000027"
"WIJNGAARDBERG";"72";"2170";"05";" ";"2009-07-28T00:00:00";"0298";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4337095860000204";"51.245513960000039"
"WIJNGAARDBERG";"72";"2170";"C";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4333631620000347";"51.245461571000078"
"CONSTANT DE JONGSTRAAT";"66";"2170";"05";" ";"2009-11-27T00:00:00";"1141";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4378832330000364";"51.241733965000037"
"CONSTANT DE JONGSTRAAT";"56";"2170";"05";" ";"2009-11-27T00:00:00";"1184";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4383074750000446";"51.241728957000078"
"CONSTANT DE JONGSTRAAT";"44";"2170";"05";" ";"2009-11-27T00:00:00";"1196";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4385023110000361";"51.241984036000076"
"STELLA MARISSTRAAT";"3";"2170";"05";" ";"2009-11-27T00:00:00";"1175";"vervangen";"nvt";"neen";"fase II";"04";"noord";"stadsreiniging";"4.4380132140000228";"51.242520096000078"
"BREDERODESTRAAT";"184-188";"2018";"05";" ";"2009-11-02T00:00:00";"0939";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.3911103380000327";"51.200813657000026"
"DENDERMONDESTRAAT";"8";"2018";"05";" ";"2009-11-02T00:00:00";"0900";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.3946406000000593";"51.204408624000052"
"BREDERODESTRAAT";"77";"2018";"05";" ";"2009-11-02T00:00:00";"0896";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.395168831000035";"51.204697741000075"
"JACHTHAVENWEG";"2";"2050";"05";" ";"2009-10-05T00:00:00";"0762";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.39225573300007";"51.233497945000067"
"JACHTHAVENWEG";"1";"2050";"05";" ";"2009-10-05T00:00:00";"0777";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.3945043240000246";"51.234326583000041"
"JACHTHAVENWEG";"44";"2050";"05";"tgo thonetlaan 44";"2009-10-05T00:00:00";"0723";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.3924488930000507";"51.232495577000066"
"BREDABAAN";"356";"2170";"05";" ";"2009-11-24T00:00:00";"1004";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4407448600000521";"51.24260345600004"
"BREDABAAN";"374";"2170";"05";" ";"2009-11-27T00:00:00";"1267";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4415612620000502";"51.242940477000047"
"STELLA MARISSTRAAT";"2";"2170";"05";" ";"2009-11-27T00:00:00";"0840";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4376393800000642";"51.242464842000061"
"STELLA MARISSTRAAT";"45";"2170";"05";" ";"2009-11-27T00:00:00";"1027";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.437574484000038";"51.242970528000058"
"MAANTJESSTEENWEG";"202";"2170";"05";" ";"2009-11-27T00:00:00";"1190";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4372942980000403";"51.254862145000061"
"FRANS ADRIAENSSENSSTRAAT";"152";"2170";"05";" ";"2009-11-27T00:00:00";"0981";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.44167709900006";"51.254957747000049"
"FRANS ADRIAENSSENSSTRAAT";"12";"2170";"05";" ";"2009-11-27T00:00:00";"0919";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.442600513000059";"51.251140243000066"
"TERLINDENHOFSTRAAT";"183";"2170";"05";" ";"2009-11-27T00:00:00";"0895";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4438881100000458";"51.247714013000063"
"TERLINDENHOFSTRAAT";"";"2170";"05";" ";"2009-11-27T00:00:00";"1135";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4436345730000539";"51.250201203000074"
"HOF VAN ROSENDAEL";"310";"2170";"04";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"groenonderhoud";"4.4444362820000265";"51.250836310000068"
"RODELOOPSTRAAT";"27";"2170";"05";" ";"2009-11-27T00:00:00";"1169";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4410165890000712";"51.250984311000082"
"MEEUWENPLEIN";"20";"2170";"05";" ";"2009-07-28T00:00:00";"0510";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4398566670000719";"51.252240430000029"
"MAANTJESSTEENWEG";"16";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4466930990000719";"51.254555055000026"
"MAANTJESSTEENWEG";"16";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4466204200000448";"51.254900659000043"
"MAANTJESSTEENWEG";"89";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4405660330000387";"51.255204133000063"
"VAN HEYBEECKSTRAAT";" ";"2170";"05";" ";"2010-04-23T00:00:00";"1278";"vervangen";"nvt";"neen";"fase III";"01";"noord";"stadsreiniging";"4.449934393000035";"51.247665569000048"
"VAN HEYBEECKSTRAAT";" ";"2170";"05";" ";"2010-04-23T00:00:00";"1338";"vervangen";"nvt";"neen";"fase III";"01";"noord";"stadsreiniging";"4.4501719860000435";"51.24777001800004"
"PARKWEG";"28";"2170";"05";" ";"2009-11-27T00:00:00";"1176";"nieuw bijplaatsen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4489357650000443";"51.247050112000068"
"LAARSEBAAN";" ";"2170";"C";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4382247620000612";"51.26064051000003"
"LEUGENBERG";"60";"2180";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.411379666000073";"51.293285686000047"
"KLOOSTERSTRAAT";"122";"2180";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4161527730000216";"51.283591272000081"
"DRIEHOEKSTRAAT";"302";"2180";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4290538360000369";"51.287947627000051"
"VOLKSTUINLEI";"";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4450011640000753";"51.259403408000026"
"LINDEBOOMPLEIN";"15";"2170";"05";" ";"2009-11-27T00:00:00";"1224";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4467635510000605";"51.259804061000068"
"LAAGLANDLAAN";"337";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4459400170000549";"51.260363356000028"
"LAAGLANDLAAN";"341";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4457634640000379";"51.26052990900007"
"KASTANJEBOOMPLEIN";"27";"2170";"05";" ";"2009-11-27T00:00:00";"0935";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4462662980000687";"51.257605072000047"
"KASTANJEBOOMPLEIN";"4";"2170";"05";" ";"2009-11-27T00:00:00";"0915";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4462061540000377";"51.257887254000082"
"KASTANJEBOOMPLEIN";"8";"2170";"05";" ";"2009-11-27T00:00:00";"0914";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4463326150000739";"51.257982274000028"
"KASTANJEBOOMPLEIN";"20";"2170";"05";" ";"2009-11-27T00:00:00";"0913";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4468733290000273";"51.25804056100003"
"LAAGLANDLAAN";"228";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4455060310000363";"51.257354245000045"
"KORTE BREMSTRAAT";"2";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4472320020000211";"51.256540824000069"
"KORTE BREMSTRAAT";"26";"2170";"05";" ";"2009-11-27T00:00:00";"1122";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4471041930000297";"51.257147987000053"
"LANGE BREMSTRAAT";"75";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4523270080000543";"51.25784498400003"
"LANGE BREMSTRAAT";" ";"2170";"04";"hond";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.456886174000033";"51.256874714000048"
"DE LUNDEN";" ";"2170";"03";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4495020350000232";"51.256726310000033"
"BREDABAAN";"762";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4543595000000664";"51.249131792000071"
"BREDABAAN";"750";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4539320160000671";"51.248791313000027"
"BREDABAAN";"776";"2170";"05";" ";"2009-11-27T00:00:00";"1255";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4544639410000286";"51.249610423000036"
"BREDABAAN";"715";"2170";"05";"vroeger 1210";"2009-11-27T00:00:00";"1690";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4549209720000249";"51.249540337000042"
"BREDABAAN";"785";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4569713950000391";"51.251925970000059"
"BREDABAAN";"875";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.459613981000075";"51.254754929000057"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4626410050000231";"51.25870055200005"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.462835425000037";"51.258925444000056"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.462762620000035";"51.258922968000036"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4629084930000431";"51.25888180100003"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4627945210000348";"51.258663397000078"
"VIC HEYMANSTRAAT";" 15";"2180";"05";" ";"2009-09-01T00:00:00";"0296";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4190432980000764";"51.283930475000034"
"BUND";" ";"2180";"05";" ";"2009-09-01T00:00:00";"0206";"vervangen";"nvt";"neen";"fase I";"04";"noord";"stadsreiniging";"4.4249862080000639";"51.286247225000068"
"BUND";" ";"2180";"05";" ";"2009-07-10T00:00:00";"0221";"nieuw bijplaatsen";"nvt";"neen";"fase I";"";"noord";"stadsreiniging";"4.4253770310000391";"51.286173484000074"
"BIESHEUVELLAAN";" ";"2180";"05";" ";"2009-09-15T00:00:00";"0748";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4337694490000672";"51.281141907000062"
"ESSENSTRAAT";"19-25";"2060";"05";" ";"2010-02-09T00:00:00";"1379";"vervangen";"nvt";"neen";"fase II";"01";"midden";"stadsreiniging";"4.4222144050000338";"51.229301400000054"
"KOMEDIEPLAATS";"";"2000";"01";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"midden";"stadsreiniging";"4.406339259000049";"51.216120524000075"
"KOMEDIEPLAATS";"";"2000";"01";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"midden";"stadsreiniging";"4.4068018730000631";"51.215812356000072"
"LEOPOLDSTRAAT";"";"2000";"01";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"midden";"stadsreiniging";"4.4069105480000417";"51.215192847000026"
"LEOPOLDSTRAAT";"";"2000";"01";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"midden";"stadsreiniging";"4.4072072480000202";"51.213942045000067"
"BREDABAAN";"431";"2170";"05";" ";"2009-11-27T00:00:00";"0905";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4445203900000365";"51.24389295800006"
"BREDABAAN";"449";"2170";"05";" ";"2009-11-27T00:00:00";"0912";"vervangen";"nvt";"neen";"fase II";"01";"noord";"stadsreiniging";"4.4455225060000316";"51.244357851000075"
"BREDABAAN";" ";"2170";"01";" ";"";"";"geen opdracht";"DC";"ja";"";"";"noord";"stadsreiniging";"4.4627263250000624";"51.258714937000036"
"FORTSTEENWEG";" ";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4610481780000555";"51.26012191500007"
"FORTSTEENWEG";"111";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4601027190000764";"51.260085807000053"
"FORTSTEENWEG";"111";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4600986630000534";"51.259890324000025"
"FORTSTEENWEG";"111";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4601797720000604";"51.260250043000042"
"FORTSTEENWEG";"";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4595757660000572";"51.260979642000052"
"FORTSTEENWEG";"";"2170";"C";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4590194280000333";"51.261539611000046"
"FORTSTEENWEG";" ";"2170";"04";" ";"";"";"geen opdracht";"nvt";"neen";"";"";"noord";"stadsreiniging";"4.4589965390000543";"51.261125854000056"
"BREDABAAN";"parking";"2170";"05";" ";"2009-07-28T00:00:00";"0315";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4613050110000358";"51.258411784000032"
"BREDABAAN";"parking";"2170";"05";" ";"2009-07-28T00:00:00";"0425";"vervangen";"nvt";"neen";"fase I";"C";"noord";"stadsreiniging";"4.4607464240000354";"51.258602282000027"
"BREDABAAN";"844";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4583069110000224";"51.253533829000048"
"BREDABAAN";"781";"2170";"C";" ";"2009-11-27T00:00:00";"";"verwijderen";"nvt";"neen";"fase II";"";"noord";"stadsreiniging";"4.4563962460000539";"51.251655352000057"
"BREDABAAN";"759";"2170";"01";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.4559328100000357";"51.250918624000064"
"DU CHASTELLEI";"48";"2170";"05";" ";"2009-11-27T00:00:00";"1139";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4520268630000714";"51.250449117000073"
"DU CHASTELLEI";"45";"2170";"05";" ";"2009-11-27T00:00:00";"1162";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4522993760000418";"51.250299923000057"
"KROONPLEIN";"40";"2170";"03";" ";"";"";"geen opdracht";"CC";"ja";"";"";"noord";"stadsreiniging";"4.44907360600007";"51.251530649000074"
"BOERENKRIJGPLEIN";"12";"2170";"05";" ";"2009-11-27T00:00:00";"1200";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4540550220000341";"51.251101504000076"
"EETHUISSTRAAT";"8";"2170";"05";" ";"2009-11-27T00:00:00";"1237";"vervangen";"nvt";"neen";"fase II";"C";"noord";"stadsreiniging";"4.4598188010000399";"51.247783114000072"
